f,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,2.0,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,4.0,4.2,4.4,4.6,4.8,
3.0,17.8,13.6,13.0,15.0,15.8,13.6,14.4,13.2,13.6,14.4,15.4,12.6,14.4,12.6,13.8,13.6,12.8,14.4,15.8,14.8,16.4,16.6,16.8,18.0,17.8
2.75,17.0,14.6,12.2,16.0,11.6,13.4,12.2,14.6,10.4,12.0,15.6,14.4,15.4,14.6,13.6,13.6,13.0,13.6,14.8,14.2,13.4,15.4,17.0,17.6,17.4
2.5,17.0,15.2,13.8,16.0,16.4,14.4,12.4,14.2,14.6,14.8,15.4,13.4,16.2,13.6,15.2,15.2,14.4,14.6,13.8,15.8,16.2,15.6,16.8,17.4,18.4
2.25,17.4,13.4,16.0,14.0,13.6,15.6,14.0,12.0,14.6,13.6,12.8,13.0,15.2,16.0,14.2,14.6,16.0,14.4,15.4,12.6,14.2,15.2,15.4,14.2,17.6
2.0,16.6,14.0,13.6,15.8,13.8,12.6,16.4,12.2,11.8,11.2,12.6,14.0,15.2,13.6,12.6,11.2,12.6,14.4,12.4,13.4,14.2,13.4,15.2,16.0,16.6
1.75,17.4,16.2,15.2,17.2,16.2,14.2,15.6,17.2,13.8,12.6,13.6,13.8,13.8,14.2,13.8,16.2,12.4,14.4,14.4,14.6,12.8,15.2,12.0,15.0,14.6
1.5,16.6,16.2,14.0,16.4,16.0,14.2,17.4,12.4,14.4,13.6,11.4,12.6,13.4,12.2,15.4,14.0,14.4,15.4,14.4,13.6,13.0,13.0,13.0,14.8,12.8
1.25,18.4,14.4,14.8,14.4,15.6,14.2,14.2,15.2,14.6,11.0,10.8,14.8,11.8,10.8,15.2,15.2,14.4,14.6,11.8,13.4,14.8,14.8,12.8,15.2,13.8
1.0,18.0,11.6,15.2,15.0,15.2,15.8,16.0,13.2,10.0,13.0,12.6,11.6,12.2,10.6,10.8,13.2,13.0,10.8,13.8,12.4,12.0,12.8,16.6,13.8,15.2
0.75,15.0,15.2,14.8,15.4,16.2,13.6,14.6,10.2,13.2,12.4,14.4,13.2,11.6,10.8,12.6,12.0,13.0,13.2,14.2,14.4,16.0,15.0,15.2,15.2,14.6
0.5,15.4,16.0,15.2,13.8,14.2,16.4,16.6,14.4,14.0,13.8,12.0,14.8,9.8,13.4,13.4,13.0,12.8,13.8,13.0,13.0,13.6,16.2,15.6,16.4,16.8
0.25,17.4,14.4,14.0,14.6,13.6,12.8,14.2,12.2,12.8,13.8,14.6,12.8,9.4,8.8,9.4,9.0,9.0,9.6,9.2,9.4,8.2,8.6,9.4,8.6,8.4
