0.5,-0.43863398263828407
2.0,-0.0009626444775634914
2.5,-0.0009343775062197924
2.25,-4.9917636076676136e-05
1.25,-0.002856202273517768
2.75,0.0014760611246131543
0.25,-0.7196914505238441
4.25,0.02420281446430927
0.75,-0.15755772392313633
3.0,0.00013514203258453174
1.0,-0.0008958616146467494
3.75,0.009736563075138276
3.25,-0.0010640591955144228
4.5,0.048604922776931764
1.5,-0.0007746497222776663
1.75,-0.0011348776958396115
3.5,0.0020433047054980386
4.0,0.012248702894949863
4.75,0.3946948984932183
0.0,-0.9999999999172631
5.25,0.7280386585882023
6.0,1.0685067631099594
5.5,0.8559802814078066
5.0,0.6019308138163472
5.75,0.9609543191276696
7.75,1.7094105283445578
6.5,1.259945198299732
6.25,1.1829015070124658
8.25,1.8985022916367142
8.0,1.8259014160581808
6.75,1.362731019020557
9.0,2.1268493185260557
7.5,1.624984647151513
9.5,2.286734419188884
7.25,1.561375051645095
8.5,1.980917920782985
9.75,2.3923529404058215
8.75,2.041617665006157
7.0,1.44687365250258
9.25,2.2119887255181263
