f,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5
5.5,3.3063,3.4783406,2.8907852,2.672502,2.249357,2.141042,2.0326362,2.0049667,1.9971187,1.8364778,1.8111258,1.7800258,1.7167488,1.666999,1.6033537,1.6051582,1.7586424,1.786909,1.9690847,1.976655,1.9382671,1.8775123,1.9426659,1.9163746,1.7894478
5.75,3.3774928,3.4992918,2.862249,2.7094732,2.3925629,2.209093,2.1077299,2.091884,2.0501406,2.0517352,2.0416214,1.9652936,1.9602515,1.9014482,1.8623633,1.9147032,2.101148,2.0569117,2.0642488,2.0378218,2.0305262,2.165368,2.1276996,2.1352491,2.190572
6,3.465357,3.4993606,3.0141918,2.7647138,2.4236374,2.2355056,2.157257,2.1586843,2.106542,1.9622166,1.9250146,1.8956213,1.8041791,1.7640076,1.6957797,1.9266654,2.0711892,2.0940874,2.0128944,2.0375862,2.0245917,1.8579438,1.9952422,2.0417616,2.2254398
6.25,3.5426738,3.5535846,3.1696683,2.6712751,2.4505982,2.2908247,2.2142625,2.2355013,2.1815434,2.0225773,2.0055625,1.976661,1.8190254,1.8419095,1.8459111,2.127141,2.1429513,2.121027,2.1518266,2.1253483,2.2084808,2.1722994,2.1272643,2.2283814,2.5776238
6.5,3.5945491,3.5392876,3.197314,2.6594224,2.4294076,2.3496308,2.2763097,2.3010058,2.2608194,2.0985653,2.0944412,1.970709,1.9185064,1.9130512,2.0324588,2.2246652,2.277341,2.2979093,2.4079957,2.480699,2.4833698,2.490107,2.5936486,2.6542935,2.8268661
6.75,3.6586306,3.5941455,3.1591015,2.7131742,2.4764416,2.447524,2.232585,2.357025,2.2533204,2.164755,2.1454814,2.2664216,2.180106,2.1772516,2.390934,2.5249484,2.566734,2.5199955,2.6706102,2.6511607,2.796392,2.6435318,2.747027,2.9002573,3.0322099
7,3.763035,3.544999,3.10702,2.8534245,2.531702,2.465522,2.437598,2.412031,2.290709,2.2574477,2.1861148,2.0453668,2.0328808,2.020794,2.2036648,2.465621,2.465513,2.5605164,2.4971762,2.5272489,2.4452024,2.6747646,2.8713613,3.4080415,3.2403123
7.25,3.8337066,3.6618376,3.2440032,2.8613245,2.5731013,2.5250118,2.5092492,2.4888012,2.338897,2.2926052,2.1825109,2.0950627,2.1341994,2.235907,2.5615704,2.6693962,2.5926201,2.599975,2.6984484,2.649054,2.6366286,3.1441712,3.2573186,3.5376345,3.6923421
7.5,3.8982308,3.6871624,3.327021,2.841773,2.6037776,2.5678825,2.5352056,2.4691103,2.406035,2.382323,2.2028374,2.1756997,2.1614711,2.497298,2.7013946,2.6256564,2.7016642,2.761751,3.0778809,2.9307058,3.2138746,3.259449,3.5551562,3.759562,3.8156381
7.75,3.9551849,3.723133,3.43975,2.901803,2.6698982,2.5502103,2.662991,2.558166,2.4931987,2.4591027,2.3767915,2.3939864,2.4693153,2.6154203,2.8261269,2.899843,2.9743425,3.0900613,3.1017325,3.259254,3.3926567,3.6814919,3.806434,4.105013,4.462345
8,4.034533,3.773633,3.5278031,2.9188585,2.7230558,2.6842582,2.7463214,2.5684414,2.5231843,2.5420613,2.4229333,2.4459763,2.5077221,2.804407,2.9979753,2.9540102,3.010044,3.1431496,3.155742,3.3390512,3.4131618,4.039804,4.2562341,4.5123115,5.0662895
8.25,4.095128,3.81211,3.555591,2.9451804,2.7685156,2.7563324,2.811739,2.6014304,2.6389496,2.5827127,2.4383516,2.4091487,2.7987351,3.0193138,2.9252305,3.0106175,3.0171645,2.9634297,3.2037683,3.5984214,3.6296504,4.3623482,4.6212345,,
8.5,4.1214736,3.736247,3.4315238,2.8887973,2.8277261,2.818291,2.855669,2.6771185,2.7000308,2.6374736,2.5285625,2.6340926,2.9892473,3.00464,3.2040732,3.317102,3.3441854,3.244045,3.6456747,3.7834947,3.9368427,4.412776,5.1510846,,
8.75,4.1993737,3.8149039,3.3871552,2.9374608,2.8482626,2.774894,2.8630018,2.9404936,2.9617383,2.8544917,2.9290354,2.9415307,3.228291,3.4596393,3.5731373,3.6889951,3.8410566,3.7341576,3.855431,4.146827,4.3673453,4.7734521,,,
9,4.265963,3.7755447,3.420546,3.104432,2.8352312,2.9529305,2.8994725,2.9312225,3.0028426,2.9579205,3.0689963,3.2173457,3.3063797,3.6975496,3.787332,3.74490368,3.881095,3.8420703,3.914596,4.234037,4.7571554,4.9623455,,,
9.25,4.3380086,3.9428349,3.515089,3.3266312,2.9916173,2.922306,3.0327187,3.1016846,3.061295,2.9963841,3.173973,3.4487267,3.5787172,3.8639457,3.9276342,3.9586122,3.9989252,4.0768085,4.2380214,4.5018077,5.2549014,,,,
9.5,4.3892017,4.0140376,3.5472495,3.28031,3.029149,3.087779,3.0752228,3.0065842,2.9141412,3.000059,3.0615132,3.5600772,3.628602,3.9951776,4.0984327,4.159701,4.042582,4.1159124,4.4899564,4.8698263,5.523347,,,,
9.75,4.4341458,3.9577763,3.672292,3.312353,3.1339787,3.0918396,3.1079005,3.2481315,3.2339485,3.1846566,3.399346,3.7153885,3.9755123,4.165491,4.2447286,4.263453,4.1966515,4.266787,4.7972274,5.09002,,,,,
10,4.4703603,3.9237753,3.7159856,3.4406446,3.3535587,3.3405343,3.1373604,3.2128159,3.2976412,3.1794986,3.365057,3.7232792,3.7901766,3.901454,4.1022914,4.2608437,4.3989013,4.4770784,4.9446735,5.6710267,,,,,
