f,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5
0.25,2.8857495,2.7786255,2.6135198,2.5045893,2.3184577,2.3121823,2.2900141,2.2990305,2.2699853,2.258486,2.2016083,2.1541485,2.110544,2.0793719,1.9075512,1.809301,1.6184715,1.8558722,1.8453847,1.6863916,1.5553235,1.4551356,1.3344519,1.3271959,1.203314
0.5,2.6960624,2.606141,2.5055672,2.4452545,2.177252,2.0900212,1.9303864,1.8782871,1.777897245,1.57268751,1.42405185,1.3864955,1.2574692,1.1002867,1.0871125,0.9302958,0.82344731,0.7725133,0.5749894,0.31664586,0.27822478,0.1172318,0.21336024,0.11295701,0.09629494
0.75,2.5962024,2.4895681,2.3519103,2.3205102,2.092767,1.865195,1.6824296,1.6027652,1.58871905,1.4552752,1.06135206,0.9330975,0.8099417,0.74296733,0.6800336,0.570397,0.4265459,0.4190619,0.3255725,0.2669497,0.2349645,0.1327808,0.15446286,0.10869553,0.07905963
1,2.3197355,2.2609227,2.1699435,2.1233264,1.9454895,1.7161402,1.5294311,1.4844972,1.3757358,1.1471908,0.78176004,0.6471088,0.6131414,0.6547878,0.5725387,0.48007662,0.4954548,0.3663104,0.286276,0.2656263,0.26978654,0.24331968,0.21969382,0.20512405,0.17785463
1.25,2.2510618,2.1298075,2.0797636,2.0081624,1.9531469,1.6812269,1.5086678,1.3551175,1.296185,1.047526,0.82333,0.7698558,0.6030575,0.5474349,0.53054737,0.50775216,0.48309986,0.40001187,0.45944726,0.36265874,0.35404664,0.32256302,0.30784997,0.29779032,0.28881422
1.5,2.29023,2.142032,2.0756942,2.0942532,1.9289218,1.5780282,1.3930213,1.3162668,1.1720354,1.0262423,0.8505876,0.7895863,0.74805164,0.5706587,0.56811845,0.52444553,0.4958917,0.4717293,0.4510273,0.44318578,0.41916913,0.39957047,0.38903955,0.37984195,0.43420625
1.75,2.250905,2.1454953,2.162493,2.1771355,1.9009848,1.5737944,1.3727373,1.2888189,1.101898,0.9337602,0.84395975,0.76371944,0.71722555,0.67319053,0.53704436,0.51865486,0.5079258,0.50012137,0.49689767,0.46834255,0.48970967,0.46971298,0.4590703,0.4418344,0.46802837
2,2.216514,2.0867933,2.1554126,1.9620564,1.8307455,1.5157523,1.2175867,1.2155922,0.9508566,0.9214052,0.80568864,0.7080911,0.68317404,0.6951829,0.5068638,0.50953104,0.51055215,0.50048965,0.5126676,0.4822533,0.49460646,0.4863646,0.50005995,0.5018751,0.51440895
2.25,2.2288042,2.1347877,2.103209,1.97885554,1.8803113,1.4896484,1.2618179,1.0339098,0.970473,0.8861514,0.80539045,0.742851,0.6926947,0.6601735,0.6345933,0.610966,0.589709,0.5736669,0.5576166,0.5497653,0.5482186,0.54598155,0.5306592,0.55850524,0.5540651
2.5,2.2393186,2.181524,2.0733243,2.0475856,1.8084249,1.5049722,1.3151257,1.1652911,1.0257408,0.9349159,0.8609942,0.81269846,0.7694804,0.7415924,0.7140245,0.69358054,0.6865373,0.6680858,0.6666087,0.654693,0.66530327,0.72285584,0.7164906,0.64037714,0.60782347
2.75,2.279885,2.1878171,1.9886773,1.997274,1.7614899,1.4514492,1.376173,1.206869,1.1215371,0.9852316,0.9284065,0.8763959,0.8545607,0.8266422,0.7975607,0.77702186,0.76960984,0.7515636,0.72648714,0.6430382,0.7504861,0.7507518,0.7354379,0.6517737,0.62371335
3,2.3484793,2.1988433,2.0999687,1.9292417,1.7979116,1.5227761,1.3505164,1.2377605,1.0509366,0.951502,0.9003148,0.956902,0.9341992,0.9161199,0.8915787,0.8640761,0.84887586,0.81518636,0.77011493,0.7620668,0.83890674,0.7972592,0.7764875,0.7173174,0.67354475
3.25,2.4166434,2.2002219,2.1097775,2.0489478,1.8587824,1.6606124,1.4026273,1.2809572,1.1990041,1.1187957,1.0847015,1.0320519,1.0264355,0.9923931,0.999136,1.0260688,0.9305639,0.90735204,0.8909189,0.8422586,0.9098614,0.8699512,0.82541064,0.7448967,0.70921174
3.5,2.5527905,2.39988,2.245894,2.1787411,1.963725,1.6686493,1.5508207,1.4301621,1.3624401,1.297011,1.2136964,1.1381186,1.1165011,1.1041179,1.0939498,1.0850147,1.0821275,1.0696787,1.0254434,1.0471384,1.0181206,0.9515862,0.878287,0.8080021,0.7530292
3.75,2.563314,2.413824,2.28269,2.0428026,2.0206058,1.7574741,1.5885432,1.4325483,1.376125,1.3269239,1.301301,1.1681837,1.1389784,1.1135231,1.091114,1.0815589,1.0763407,1.0688078,1.0516408,1.0416814,1.042235,1.0213988,0.9995532,0.9261518,0.80619111
4,2.6265924,2.487254,2.3057808,2.1625776,1.9740123,1.820566,1.6348287,1.5045115,1.433711,1.3706964,1.3913594,1.2434536,1.2909116,1.2482409,1.1290039,1.1304754,1.1949096,1.1386584,1.1201607,1.1105322,1.1028906,1.0210907,1.0044952,0.931095,0.9774101
4.25,2.5862915,2.4710373,2.2392196,2.08212,1.943053,1.7077615,1.5807422,1.4519428,1.3998898,1.3840882,1.3735548,1.2848994,1.2506982,1.2758826,1.1583558,1.1449854,1.1561685,1.1664481,1.1540732,1.1302432,1.1291456,1.0049847,1.0670826,0.9723682,1.0418532
4.5,2.6421157,2.400602,2.261225,2.1819987,1.9359738,1.7306626,1.6220952,1.5587412,1.4684248,1.46879715,1.36390535,1.3638194,1.2126538,1.2207155,1.1650666,1.1567463,1.1853389,1.1739158,1.1587672,1.1566257,1.1607097,1.1593169,1.1514217,1.1632611,1.1569317
4.75,2.8041148,2.9596385,2.5892214,2.345837,2.1945664,1.8772259,1.7674763,1.6928368,1.6518166,1.6567576,1.5979941,1.457062,1.4359085,1.3916162,1.3376527,1.2933598,1.3269143,1.2921664,1.4279243,1.3550837,1.3902886,1.3374014,1.333376,1.1679534,1.3614313
5,3.0668637,2.9469937,2.7902676,2.4733856,2.1228484,1.9410082,1.8279972,1.7652276,1.7222023,1.73323,1.5497338,1.5286963,1.4644374,1.4637052,1.42288,1.3119705,1.3487375,1.3561219,1.5289641,1.4762126,1.4444528,1.3921285,1.4101633,1.3532753,1.4191275
5.25,3.23239084,3.279616,2.9097846,2.5935776,2.2285847,2.0801442,1.9658074,1.8155804,1.8751272,1.9144373,1.8725413,1.8404207,1.8274727,1.795688,1.7429467,1.7434825,1.7940044,1.846668,1.8860925,1.7468613,1.7548693,1.7385991,1.7782421,1.7810342,1.8919182
